educ,R1 - R400,r1,R401 - R800,r2,R801 - R1 600,r3,No income,r0,R1 601 - R3 200,r4,R3 201 - R6 400,r5,R6 401 - R12 800,r6,R12 801 - R25 600,r7,R25 601 - R51 200,r8,R51 201 - R102 400,r9,R102 401 - R204 800,r10,R204 801 or more,r11,Total,first,second,third,r_len,year,sex,color,state
No schooling,2025252,1.688588516,1437707,1.198712817,8697862,7.251991303,4130456,3.443838381,2317718,1.932437049,787598,0.656673312,113295,0.094461645,22659,0.018892329,116975,0.097529908,0,0,0,0,0,0,119937568,7,16,32,12,2011,Female,Black African,Western Cape
Some primary,6623691,7.70177266,9891032,11.50091087,1310547,1.523853551,43230053,50.26623982,12783834,14.86454957,1128266,1.311904229,419056,0.487262169,675084,0.784961662,450056,0.523307775,112514,0.130826944,112514,0.130826944,112514,0.130826944,86002162,7,16,32,12,2011,Female,Black African,Western Cape
Complete primary,2222525,3.462829926,1767662,2.754125543,12921376,20.13229435,14999238,23.36973047,5030027,7.837089808,2105204,3.280036631,337542,0.525911087,67977,0.105912325,112514,0.175303696,116975,0.182254207,116975,0.182254207,536031,0.835169093,64182332,7,16,32,12,2011,Female,Black African,Western Cape
Some secondary,1093622,0.116571239,12536444,1.33628329,16272087,1.734472546,5740937,0.611937339,42605487,4.541399485,8651064,0.922133283,2965916,0.316142599,2656475,0.283158697,584875,0.062342933,437542,0.04663843,23395,0.002493717,112514,0.01199308,938157657,7,16,32,12,2011,Female,Black African,Western Cape
Grade 12/Std 10,735088,3.06828782,5500672,22.96003322,38113341,159.0866671,24770462,103.3929364,8526036,35.58802811,55352039,231.041708,2646475,11.04649648,777747,3.246348256,23395,0.097651701,225028,0.939276211,67977,0.283738819,116975,0.488258505,23957596,7,16,32,12,2011,Female,Black African,Western Cape
Higher,225028,0.93018107,675084,2.790543211,1542634,6.376668439,607807,2.512445411,450056,1.860362141,13160677,54.40128615,5329925,22.03190422,28248543,116.7688464,4263018,17.62171217,337542,1.395271606,116975,0.483530631,90636,0.374655116,24191849,7,16,32,12,2011,Female,Black African,Western Cape
No schooling,1012131,164.1383124,224918,36.47518054,3661838,593.8439882,8829761,1431.931311,971689,157.5797922,112459,18.23759027,112459,18.23759027,112459,18.23759027,184476,29.91666031,0,0,0,0,0,0,616633,7,16,27,12,2011,Female,Coloured,Eastern Cape
Some primary,2946642,10.22476784,3273398,11.3586023,14174436,49.18490857,25854517,89.71447293,2660412,9.231557502,224918,0.780459361,224918,0.780459361,112459,0.390229681,112459,0.390229681,119894,0.416028929,1051141,3.647430768,0,0,28818669,7,16,27,12,2011,Female,Coloured,Eastern Cape
Complete primary,2199871,0.157729583,3059101,0.219335918,1309066,0.093859337,18922477,1.356731557,562295,0.040316253,674754,0.048379504,224918,0.016126501,1461967,0.104822258,112459,0.008063251,184476,0.013226831,112459,0.008063251,0,0,1394710464,7,16,27,12,2011,Female,Coloured,Eastern Cape
Some secondary,5094068,3.623446533,8513877,6.055980819,8297203,5.901859073,88193496,62.73265636,12554966,8.930435955,4360983,3.101997997,5498032,3.910788978,562295,0.399964403,337377,0.239978642,1246322,0.886517638,112459,0.079992881,112459,0.079992881,140586261,7,16,27,12,2011,Female,Coloured,Eastern Cape
Grade 12/Std 10,449836,1.075980097,4160983,9.952815901,3023934,7.233064495,16971543,40.59488901,14486991,34.65199314,787213,1.882965171,14704474,35.17219913,5473114,13.0913527,224918,0.537990049,112459,0.268995024,112459,0.268995024,114297,0.273391408,41807093,7,16,27,12,2011,Female,Coloured,Eastern Cape
Higher,119894,0.422288882,449836,1.584405736,449836,1.584405736,449836,1.584405736,1569402,5.527724617,3995623,14.0733245,3898688,13.73190147,5830385,20.5356962,1012131,3.564912906,112459,0.396101434,224918,0.792202868,112459,0.396101434,28391465,7,16,27,12,2011,Female,Coloured,Eastern Cape
No schooling,1,0.000104466,351583,36.72855595,1654447,172.8338663,2457613,256.7376027,317144,33.13084293,243011,25.38644676,11271,1.177439052,217144,22.68421839,0,0,0,0,0,0,0,0,957247,7,16,27,10,2011,Female,Coloured,Free State
Some primary,243011,2.476379416,247149,2.518547293,325716,3.319176489,3009045,30.66337367,54286,0.553196082,217144,2.212784326,110786,1.12895371,217144,2.212784326,581141,5.922059537,0,0,11271,0.114856004,0,0,9813157,7,16,27,10,2011,Female,Coloured,Free State
Complete primary,268878,17.45713918,243011,15.7777016,325716,21.14739602,1218646,79.1216568,33813,2.195338582,11271,0.731779527,108572,7.049132006,110786,7.192877891,134439,8.728569592,108572,7.049132006,0,0,0,0,1540218,7,16,27,10,2011,Female,Coloured,Free State
Some secondary,77626,1.647542683,977148,20.73909564,3580926,76.00196365,3626038,76.95942566,221572,4.702668274,2062868,43.78253523,217144,4.608687919,221572,4.702668274,108572,2.30434396,11271,0.239216932,108572,2.30434396,11271,0.239216932,4711623,7,16,27,10,2011,Female,Coloured,Free State
Grade 12/Std 10,775502,10.16910703,56355,0.738979431,169065,2.216938292,1404825,18.42137838,3434366,45.03461684,5496156,72.07073432,760004,9.965882767,221572,2.905459151,22542,0.295591772,530144,6.951743614,110786,1.452729575,11271,0.147795886,7626058,7,16,27,10,2011,Female,Coloured,Free State
Higher,22542,0.38615482,310786,5.323907012,67626,1.15846446,234439,4.016047815,432358,7.406491245,221572,3.795630191,429724,7.361369615,217144,3.719776516,210786,3.610861054,108572,1.859888258,22542,0.38615482,108572,1.859888258,5837555,7,16,27,10,2011,Female,Coloured,Free State
No schooling,1,2.55E-05,455524,11.59881568,338824,8.627332754,2391501,60.89378234,228976,5.830319413,119412,3.040537444,227762,5.799407842,238824,6.081074887,119412,3.040537444,1,2.55E-05,119412,3.040537444,0,0,3927332,7,16,27,7,2011,Female,Coloured,Gauteng
Some primary,569405,3.453812966,119412,0.724311718,2947712,17.8797972,1555722,9.436469324,1252691,7.598388526,441643,2.678853048,341643,2.07228778,222246,1.348067046,113881,0.690762593,0,0,114488,0.694444444,114488,0.694444444,16486272,7,16,27,7,2011,Female,Coloured,Gauteng
Complete primary,492692,3.97561433,946395,7.636619884,477648,3.854221772,1708215,13.78387316,604752,4.879845253,683286,5.513549262,113881,0.918924877,113881,0.918924877,114488,0.923822862,114488,0.923822862,114488,0.923822862,113881,0.918924877,12392852,7,16,27,7,2011,Female,Coloured,Gauteng
Some secondary,3530311,3.680118926,5134716,5.352606479,487648,0.508341229,146178951,152.3820208,1309368,1.364930726,12371386,12.89636289,2819263,2.93889777,4527478,4.719600476,227762,0.237427027,343464,0.358038815,119412,0.12447922,113881,0.118713514,95929264,7,16,27,7,2011,Female,Coloured,Gauteng
Grade 12/Std 10,1552356,0.822845467,426736,0.226196686,2733144,1.448736727,20543056,10.8891005,18072976,9.579804099,33121828,17.55663393,17744556,9.405721022,10230608,5.422860101,455524,0.241456121,238824,0.12659161,227762,0.120728061,238824,0.12659161,188657052,7,16,27,7,2011,Female,Coloured,Gauteng
Higher,343464,0.436059244,113881,0.144582439,1011048,1.28361874,20952208,26.60076162,1359368,1.725843125,9097664,11.55032402,6477336,8.223575811,1919052,2.436413613,227762,0.289164878,238824,0.303209108,686928,0.872118489,455524,0.578329756,78765444,7,16,27,7,2011,Female,Coloured,Gauteng
No schooling,118198,7.222282647,118198,7.222282647,118198,7.222282647,90146,5.508214111,118198,7.222282647,118198,7.222282647,236396,14.44456529,118198,7.222282647,118198,7.222282647,118198,7.222282647,0,0,118198,7.222282647,1636574,7,16,27,13,2011,Female,Coloured,KwaZulu-Natal
Some primary,236396,9.338997929,344705,13.61782467,3969622,156.8228381,1510648,59.67926083,118198,4.669498965,118198,4.669498965,118198,4.669498965,118198,4.669498965,236396,9.338997929,0,0,118198,4.669498965,0,0,2531278,7,16,27,13,2011,Female,Coloured,KwaZulu-Natal
Complete primary,236396,15.12007358,118198,7.56003679,33028279,2112.514631,472792,30.24014716,118198,7.56003679,118198,7.56003679,354594,22.68011037,118198,7.56003679,354594,22.68011037,0,0,118198,7.56003679,0,0,1563458,7,16,27,13,2011,Female,Coloured,KwaZulu-Natal
Some secondary,1882064,51.28738681,1216592,33.15287073,1814836,49.45538299,2181015,59.43398309,1754772,47.81860252,493839,13.45741261,1536574,41.87257453,118198,3.220967271,236396,6.441934542,118198,3.220967271,236396,6.441934542,118198,3.220967271,3669643,7,16,27,13,2011,Female,Coloured,KwaZulu-Natal
Grade 12/Std 10,59099,0.947715374,218198,3.499037195,3200032,51.31591945,1418376,22.74516898,3291346,52.78023664,831428,13.33283301,10501424,168.4015123,927386,14.87162168,339138,5.438438831,118198,1.895430748,118198,1.895430748,118198,1.895430748,6235944,7,16,27,13,2011,Female,Coloured,KwaZulu-Natal
Higher,236396,1.097021805,118198,0.548510902,472792,2.194043609,2592628,12.03137721,1923996,8.928516404,305495,1.417683363,616271,2.85987379,354594,1.645532707,945584,4.388087218,236396,1.097021805,354594,1.645532707,118198,0.548510902,21548888,7,16,27,13,2011,Female,Coloured,KwaZulu-Natal
No schooling,229824,206.6558164,123441,110.9971136,106383,95.65870283,236126,212.3225221,123441,110.9971136,123441,110.9971136,246882,221.9942272,0,0,123441,110.9971136,0,0,0,0,0,0,111211,7,16,27,7,2011,Female,Coloured,Limpopo
Some primary,124915,33.85340445,123441,33.45393346,229824,62.28495236,361041,97.84627142,1363938,369.6429152,123441,33.45393346,123441,33.45393346,123441,33.45393346,0,0,0,0,124915,33.85340445,0,0,368988,7,16,27,7,2011,Female,Coloured,Limpopo
Complete primary,217366,195.4536871,111211,100,109766,98.7006681,123441,110.9971136,111211,100,123441,110.9971136,123441,110.9971136,0,0,123441,110.9971136,0,0,0,0,0,0,111211,7,16,27,7,2011,Female,Coloured,Limpopo
Some secondary,111211,3.036802018,124915,3.411012616,1,2.73E-05,123441,3.370762585,222422,6.073604035,229824,6.275728003,110983,3.030576097,123441,3.370762585,111211,3.036802018,0,0,0,0,0,0,3662109,7,16,27,7,2011,Female,Coloured,Limpopo
Grade 12/Std 10,109766,14.82030552,124915,16.86568212,212766,28.72708419,45147948,6095.752627,370323,50,233207,31.48697218,639311,86.31802508,123441,16.66666667,123441,16.66666667,259222,34.99944643,123441,16.66666667,124915,16.86568212,740646,7,16,27,7,2011,Female,Coloured,Limpopo
Higher,124915,7.988384021,123441,7.894120897,24983,1.597676804,246882,15.78824179,395348,25.28272542,246882,15.78824179,246882,15.78824179,609052,38.94921558,1,6.40E-05,124915,7.988384021,123441,7.894120897,123441,7.894120897,1563708,7,16,27,7,2011,Female,Coloured,Limpopo
No schooling,164183,149.8608031,328366,299.7216061,112434,102.6260303,279782,255.3757405,115599,105.5149374,164183,149.8608031,164183,149.8608031,164183,149.8608031,0,0,0,0,112434,102.6260303,0,0,109557,7,16,27,10,2011,Female,Coloured,Mpumalanga
Some primary,164183,6.666666667,328366,13.33333333,492549,20,5408,0.219592365,157117,6.37975105,164183,6.666666667,492549,20,157117,6.37975105,0,0,0,0,164183,6.666666667,0,0,2462745,7,16,27,10,2011,Female,Coloured,Mpumalanga
Complete primary,164183,33.81848592,2251848,463.8366328,3213,0.661815141,492549,101.4554578,164183,33.81848592,157117,32.36302816,164183,33.81848592,1,0.00020598,164183,33.81848592,0,0,0,0,0,0,485483,7,16,27,10,2011,Female,Coloured,Mpumalanga
Some secondary,608148,8.525269942,443965,6.22368481,1149281,16.11109592,15007356,210.3793172,1261715,17.68724219,492549,6.904755396,492549,6.904755396,164183,2.301585132,164183,2.301585132,164183,2.301585132,164183,2.301585132,0,0,7133475,7,16,27,10,2011,Female,Coloured,Mpumalanga
Grade 12/Std 10,164183,6.245554052,264183,10.04957399,4408,0.167681199,2800047,106.5143461,2085795,79.34405763,1921612,73.09850357,2170196,82.55468849,656732,24.98221621,164183,6.245554052,164183,6.245554052,328366,12.4911081,164183,6.245554052,2628798,7,16,27,10,2011,Female,Coloured,Mpumalanga
Higher,164183,50,164183,50,164183,50,1036514,315.6581376,8099215,2466.52059,656732,200,926283,282.0885841,2462745,750,164183,50,164183,50,164183,50,164183,50,328366,7,16,27,10,2011,Female,Coloured,Mpumalanga
No schooling,269018,15.51592179,434408,25.05497979,403527,23.27388268,1522598,87.8175865,134509,7.757960894,134509,7.757960894,1024258,59.07525526,0,0,134509,7.757960894,0,0,0,0,134509,7.757960894,1733819,7,16,27,10,2011,Female,Coloured,North West
Some primary,351713,9.487671204,351797,9.489937155,2726329,73.54437609,2777238,74.9176772,134509,3.628461746,134509,3.628461746,134509,3.628461746,134509,3.628461746,620731,16.7445947,134509,3.628461746,134509,3.628461746,0,0,3707053,7,16,27,10,2011,Female,Coloured,North West
Complete primary,134509,9.090909091,269018,18.18181818,250255,16.91370432,75524,5.104355978,134509,9.090909091,134509,9.090909091,134509,9.090909091,134509,9.090909091,134509,9.090909091,0,0,0,0,0,0,1479599,7,16,27,10,2011,Female,Coloured,North West
Some secondary,403527,2.291582323,1510564,8.578315109,1825727,10.36808868,8040657,45.66194443,1562294,8.872083688,907054,5.151052873,486222,2.761197492,134509,0.763860774,1831312,10.39980524,0,0,0,0,0,0,17609099,7,16,27,10,2011,Female,Coloured,North West
Grade 12/Std 10,243153,8.796922219,351713,12.72446527,1908422,69.04393487,10865762,393.1074803,941563,34.06438117,403527,14.5990205,1210581,43.79706151,269018,9.732680335,269018,9.732680335,134509,4.866340167,134509,4.866340167,134509,4.866340167,2764069,7,16,27,10,2011,Female,Coloured,North West
Higher,134509,100,134509,100,134509,100,1848617,1374.344468,249885,185.775673,469018,348.6889353,807054,600,538036,400,7385995,5491.078664,134509,100,134509,100,134509,100,134509,7,16,27,10,2011,Female,Coloured,North West
No schooling,113218,5.992818231,120992,6.404309062,226436,11.98563646,2629839,139.2017798,779308,41.25007675,245871,13.01436354,113218,5.992818231,132653,7.021545308,132653,7.021545308,113218,5.992818231,339654,17.97845469,0,0,1889228,7,16,27,13,2011,Female,Coloured,Northern Cape
Some primary,1795445,3.116736457,1834315,3.184211398,22168424,38.48245715,1924706,3.341122317,1190485,2.066578481,113218,0.196536607,226436,0.393073214,113218,0.196536607,226436,0.393073214,0,0,113218,0.196536607,113218,0.196536607,57606571,7,16,27,13,2011,Female,Coloured,Northern Cape
Complete primary,792526,35.08574808,1795445,79.48575942,9095526,402.6660752,14679253,649.8620522,1491269,66.01964915,339654,15.03674918,113218,5.012249726,113218,5.012249726,132653,5.872652431,113218,5.012249726,113218,5.012249726,113218,5.012249726,2258826,7,16,27,13,2011,Female,Coloured,Northern Cape
Some secondary,3176321,2.319547239,7986957,5.832572984,16681916,12.18217308,68919235,50.32911385,6087336,4.445351527,4755156,3.472510798,2717232,1.984291884,1358616,0.992145942,113218,0.082678829,226436,0.165357657,113218,0.082678829,113218,0.082678829,136937112,7,16,27,13,2011,Female,Coloured,Northern Cape
Grade 12/Std 10,113218,0.494663054,339654,1.483989162,905744,3.957304433,30879726,134.9172355,2351142,10.27242207,892526,3.899553402,11275145,49.26246411,236436,1.03301731,113218,0.494663054,226436,0.989326108,113218,0.494663054,113218,0.494663054,22887903,7,16,27,13,2011,Female,Coloured,Northern Cape
Higher,359089,2.201532402,113218,0.694126235,452872,2.776504938,3529193,21.63706697,679308,4.164757408,339654,2.082378704,539481,3.307494525,4075848,24.98854445,779308,4.77784564,326436,2.001340701,113218,0.694126235,226436,1.388252469,16310866,7,16,27,13,2011,Female,Coloured,Northern Cape
No schooling,547354,29.79194505,4734706,257.7054356,58220524,3168.886409,9981522,543.2845196,547354,29.79194505,31733706,1727.234706,236592,12.8774721,118296,6.438736049,118296,6.438736049,118296,6.438736049,118296,6.438736049,0,0,1837255,7,16,27,12,2011,Female,Coloured,Western Cape
Some primary,14139724,4.204757788,26026624,7.739588831,87505038,26.02154681,10977441,3.264383416,33145922,9.856668607,192466,0.057233996,117449,0.034926042,354888,0.105533749,928072,0.275982612,236592,0.070355833,118296,0.035177916,192466,0.057233996,336279156,7,16,27,12,2011,Female,Coloured,Western Cape
Complete primary,3941346,2.571866695,7257848,4.736000733,10579474,6.903478362,75455694,49.23749052,6862154,4.477796501,11324038,7.389332523,128296,0.083717646,118296,0.077192295,236592,0.15438459,118296,0.077192295,118296,0.077192295,192466,0.125590825,153248456,7,16,27,12,2011,Female,Coloured,Western Cape
Some secondary,3972269,0.57091332,45468612,6.534964331,1259084,0.180961518,363810454,52.28856205,124735814,17.92762214,8386074,1.205286286,35700548,5.131051895,4850136,0.697084524,354888,0.051006185,236592,0.034004123,118296,0.017002062,236592,0.034004123,695774448,7,16,27,12,2011,Female,Coloured,Western Cape
Grade 12/Std 10,3885472,0.709891157,2386628,0.436046409,13184396,2.408841481,8415101501,1537.472445,6961168,1.271833024,86515806,15.80678115,95725676,17.48946096,2720808,0.497102421,2732556,0.499248827,118296,0.021613149,236592,0.043226297,236592,0.043226297,547333484,7,16,27,12,2011,Female,Coloured,Western Cape
Higher,177444,0.267972534,1138834,1.71984532,7217936,10.90038886,1092081,1.649239834,5479194,8.274573958,18473458,27.89826286,6487625,9.797487162,493184,0.744797042,118296,0.178648356,234898,0.354738466,454888,0.686963155,59148,0.089324178,66217234,7,16,27,12,2011,Female,Coloured,Western Cape
No schooling,119894,52.87357336,580841,256.1524282,224918,99.1894371,112459,49.59471855,1,0.000441003,112459,49.59471855,0,0,0,0,112459,49.59471855,0,0,0,0,112459,49.59471855,226756,7,16,34,12,2011,Female,Indian or Asian,Eastern Cape
Some primary,565971,167.7562489,1830839,542.6685874,112459,33.33333333,337377,100,112459,33.33333333,112459,33.33333333,112459,33.33333333,112459,33.33333333,112459,33.33333333,0,0,184476,54.67948319,0,0,337377,7,16,34,12,2011,Female,Indian or Asian,Eastern Cape
